id_estudiante,nombre,genero,grado,asistencia,nota_matematicas,nota_ciencias,nivel_socioeconomico,actividad_extracurricular,tiene_beca
EST-1224,Lara Aparicio-Mata,F,8.0,95.1,3.7,4.0,Medio-Bajo,Música,1
EST-1225,Valentín Duilio Robles Barberá,M,6.0,98.0,5.0,3.5,Bajo,Deportes,0
EST-1226,Elpidio Calvo Colomer,F,9.0,95.3,3.7,2.7,Bajo-Bajo,Ninguna,0
EST-1227,Adoración Puig Castell,M,6.0,97.9,4.2,4.1,Medio-Bajo,,0
EST-1228,Crescencia Ángel Cardona,M,11.0,90.9,2.8,3.3,Medio-Bajo,Ninguna,1
EST-1229,Baldomero Villaverde Flores,O,10.0,97.9,4.7,3.4,Medio-Bajo,Ninguna,1
EST-1230,Martina Castilla Nogués,M,8.0,100.0,1.6,4.4,Medio-Bajo,Música,0
EST-1231,Che Quintero Montero,F,9.0,100.0,4.8,2.7,Medio-Bajo,Música,0
EST-1232,Javiera Novoa Macías,M,11.0,100.0,4.9,2.3,Bajo,Ninguna,0
EST-1233,Feliciano Casado-Escalona,M,9.0,96.2,5.0,4.7,Bajo,Ninguna,0
EST-1234,José de Juliá,M,6.0,96.4,2.8,2.1,Medio,Ninguna,0
EST-1235,Mirta Carretero Díaz,F,8.0,87.4,3.7,2.9,Bajo-Bajo,Arte,0
EST-1236,Luciana Fuentes Leal,,11.0,92.3,5.0,2.4,Bajo,Música,1
EST-1237,Juana Alvarez Sainz,F,9.0,94.0,4.9,3.7,Medio-Bajo,Música,1
EST-1238,Ramiro Mateo Yáñez,M,9.0,100.0,3.0,4.6,Bajo,Robótica,0
EST-1239,Ramona Parra Abella,O,11.0,91.9,1.5,4.3,Bajo,Robótica,0
EST-1240,Aroa Crescencia Serrano Vallés,M,11.0,99.0,4.4,5.0,Bajo,Ninguna,0
EST-1241,Alcides Guillén,F,11.0,95.0,4.2,5.0,Bajo,Arte,1
EST-1242,María Pilar Cañizares Olmo,F,6.0,94.1,3.7,3.3,Bajo,Deportes,1
EST-1243,José María Arana Folch,F,9.0,96.2,4.9,3.0,Medio-Bajo,Música,0
EST-1244,Ruperta Montserrat Amador,F,10.0,93.0,3.9,,Bajo,Música,0
EST-1245,Nacio Serna Huertas,F,10.0,92.9,2.4,5.0,Bajo,,0
EST-1246,Ileana Exposito Segovia,F,9.0,86.5,1.2,4.3,Bajo,Ninguna,0
EST-1247,Almudena Dora Pagès Ortega,M,6.0,93.8,2.6,4.1,Bajo-Bajo,Ninguna,0
EST-1248,Adalberto Saura Ramis,M,10.0,92.6,5.0,4.5,Medio,Música,0
EST-1249,Eutropio Chaves Baeza,F,10.0,92.4,4.9,2.5,Bajo,Ninguna,0
EST-1250,Concha Carranza Hierro,F,6.0,97.1,4.2,4.2,Medio,Ninguna,0
EST-1251,Graciana Muñoz,F,8.0,98.3,4.2,4.3,Bajo,Música,1
EST-1252,Maricela Ibañez Peinado,F,6.0,96.2,3.7,3.3,Medio-Bajo,Arte,0
EST-1253,Adoración Cerezo Quintanilla,M,7.0,100.0,5.0,3.7,Bajo,Arte,1
EST-1254,Rosario Vazquez,M,6.0,97.9,3.4,5.0,Bajo-Bajo,Ninguna,0
EST-1255,Roberto Solera Espada,F,8.0,93.5,4.7,3.9,Bajo-Bajo,Ninguna,0
EST-1256,Domingo Gargallo-Lozano,M,9.0,92.7,3.6,5.0,Medio-Bajo,,0
EST-1257,Itziar Gomez Coca,M,9.0,96.6,5.0,2.5,Bajo,Deportes,0
EST-1258,Amaro Alvarez España,F,9.0,97.9,4.9,3.7,Bajo,Arte,0
EST-1259,Manuelita Vélez Calvet,M,10.0,100.0,5.0,2.7,Medio-Bajo,Deportes,0
EST-1260,Sosimo Trujillo Sáenz,F,7.0,100.0,3.3,3.0,Bajo,Música,0
EST-1261,Borja Manuel Aguilar Zamorano,M,6.0,92.3,5.0,3.2,Bajo,Ninguna,1
EST-1262,Estefanía Mateu Gallo,F,11.0,94.5,3.6,4.3,Medio-Bajo,Ninguna,0
EST-1263,Aura Miguel-Sainz,M,6.0,98.4,4.1,4.3,Bajo,Ninguna,0
EST-1264,Cecilio Arco Belmonte,M,11.0,100.0,5.0,3.5,Medio-Bajo,Música,1
EST-1265,Primitivo Sarabia Company,M,11.0,99.7,3.1,1.8,Bajo,Ninguna,1
EST-1266,María Ángeles Gárate Peiró,M,8.0,94.7,4.2,5.0,Bajo,Deportes,0
EST-1267,Cebrián Luz Barrio,M,11.0,88.7,4.0,3.6,Bajo-Bajo,Deportes,0
EST-1268,Selena Cueto,M,6.0,90.0,4.1,2.6,Medio,Ninguna,0
EST-1269,Pascual Olivares Colom,F,7.0,96.4,3.5,4.5,Medio,Arte,0
EST-1270,Armando Jaume,M,9.0,96.7,5.0,4.4,Medio,Música,0
EST-1271,Herberto Lopez Amores,F,8.0,89.5,1.9,3.6,Bajo,Arte,0
EST-1272,Borja Noguera-Abril,F,11.0,95.2,5.0,4.3,Medio-Bajo,Arte,1
EST-1273,Inmaculada Águila Lillo,F,6.0,98.2,5.0,2.8,Bajo,Ninguna,0
EST-1274,José Fuentes-Lucas,M,9.0,89.2,5.0,4.7,Bajo,Robótica,0
EST-1275,Gracia Cándida Peral Montenegro,F,9.0,100.0,2.1,3.0,Medio-Bajo,Ninguna,0
EST-1276,Micaela Ramirez-Leiva,M,9.0,93.1,3.0,3.6,Bajo-Bajo,,0
EST-1277,Patricio del Rojas,M,7.0,100.0,5.0,4.8,Bajo,Música,0
EST-1278,José María Hernandez,O,8.0,92.3,1.7,5.0,Bajo,Arte,0
EST-1279,Vinicio Andrade,M,11.0,89.9,1.6,5.0,Medio-Bajo,Ninguna,0
EST-1280,Lupe Segovia Tejedor,F,7.0,92.7,3.8,,Bajo,Música,1
EST-1281,Abilio de Gil,F,10.0,94.5,4.2,3.9,Bajo,Arte,0
EST-1282,Cornelio de Leiva,,9.0,93.1,5.0,2.7,Alto,,0
EST-1283,Micaela Caparrós,F,10.0,93.9,4.2,5.0,Bajo,Ninguna,1
EST-1284,Visitación Vicens,M,10.0,96.7,3.7,5.0,Bajo,Música,1
EST-1285,Mariano Lluch Benitez,M,7.0,94.1,4.4,3.3,Medio-Bajo,,0
EST-1286,Moreno Iborra Silva,F,9.0,94.7,5.0,4.9,Medio-Bajo,Ninguna,1
EST-1287,Inmaculada Pagès Bello,,11.0,86.5,4.0,3.6,Bajo-Bajo,Robótica,0
EST-1288,Dominga Cantero,M,8.0,97.0,3.8,5.0,Medio-Bajo,Ninguna,0
EST-1289,Bartolomé Barreda Aranda,M,11.0,94.6,1.7,3.7,Bajo-Bajo,Deportes,0
EST-1290,Daniel Múñiz Ripoll,M,8.0,100.0,2.9,5.0,Bajo,Robótica,0
EST-1291,Obdulia del Alemán,M,6.0,90.3,5.0,5.0,Bajo,Deportes,0
EST-1292,Georgina Pacheco Puga,M,8.0,86.0,3.7,5.0,Bajo,Ninguna,0
EST-1293,Raquel Rey Vallejo,F,11.0,98.1,4.0,3.5,Bajo,Ninguna,1
EST-1294,Ani Heras Montenegro,F,7.0,96.7,5.0,4.4,Medio,Ninguna,0
EST-1295,Juan Pablo Perea Barroso,F,11.0,90.0,2.1,2.7,Medio-Bajo,Ninguna,0
EST-1296,Urbano Azorin,M,11.0,87.4,3.2,4.7,Medio,Robótica,0
EST-1297,Manu Arnaiz-Martí,M,8.0,100.0,4.6,5.0,Medio-Bajo,Música,1
EST-1298,Eufemia Castelló Marqués,M,6.0,100.0,3.9,5.0,Bajo-Bajo,Arte,1
EST-1299,Angelina Esteve Soler,F,10.0,82.6,3.6,4.4,Bajo,Robótica,0
EST-1300,Eliana Machado,F,7.0,92.7,4.2,4.7,Medio,Ninguna,1
EST-1301,Hilda Nadal,M,10.0,100.0,2.7,3.5,Medio-Bajo,Ninguna,1
EST-1302,Aarón Mínguez Cánovas,F,8.0,92.6,4.6,4.7,Medio,,1
EST-1303,Lola Gaya Iborra,M,8.0,92.5,2.4,3.8,Bajo-Bajo,Música,0
EST-1304,Tito Catalá Miró,F,10.0,93.6,4.2,4.3,Bajo,Deportes,0
EST-1305,Constanza Adadia-Artigas,F,8.0,89.4,5.0,3.9,Bajo,Ninguna,0
EST-1306,Itziar Carmona,F,8.0,86.5,3.6,3.3,Bajo,Ninguna,1
EST-1307,Rodolfo de Acosta,F,8.0,100.0,3.0,4.1,Bajo,Ninguna,1
EST-1308,Alfredo Paz Ayuso,F,8.0,85.8,3.7,3.5,Bajo,Deportes,1
EST-1309,Marino Ballester-Borrás,M,9.0,96.2,3.0,3.6,Medio-Bajo,Ninguna,0
EST-1310,Sofía Montoya Palomino,F,10.0,99.4,4.7,5.0,Bajo,Música,0
EST-1311,Paulina Maldonado,M,8.0,87.7,3.3,4.1,Bajo-Bajo,,0
EST-1312,Marc Acevedo Agustí,F,9.0,90.4,5.0,4.5,Medio-Bajo,Música,0
EST-1313,Corona Serafina Olivé Rubio,F,9.0,100.0,5.0,2.5,Bajo,Ninguna,0
EST-1314,Paloma Barriga Verdejo,F,7.0,97.7,3.8,4.6,Medio-Bajo,,0
EST-1315,Iker de Jara,M,7.0,91.9,5.0,4.5,Bajo,Ninguna,1
EST-1316,Alba Ainara Rincón Guerrero,F,11.0,100.0,3.5,3.8,Medio,Arte,0
EST-1317,Fátima del Burgos,F,10.0,100.0,4.4,5.0,Medio-Bajo,Ninguna,1
EST-1318,Reinaldo Vara Cal,F,9.0,96.3,4.0,1.7,Medio,Ninguna,1
EST-1319,Ángela Amo-Francisco,M,9.0,90.5,4.9,5.0,Bajo,Robótica,0
EST-1320,Wilfredo Pedraza,M,6.0,92.9,5.0,4.9,Bajo,Deportes,0
EST-1321,Gloria del Macias,M,9.0,96.4,5.0,4.5,Bajo,Ninguna,1
EST-1322,Rosa María Baños Ortega,M,8.0,94.1,5.0,4.4,Bajo,Robótica,1
EST-1323,Abril Rios España,F,9.0,99.7,5.0,4.6,Bajo,Ninguna,0
EST-1324,Chus Campo Vélez,M,8.0,87.4,4.2,4.6,Medio-Bajo,Ninguna,0
EST-1325,León del Vallés,O,6.0,87.5,2.1,3.2,Bajo,,0
EST-1326,Ramiro Simó Boada,M,7.0,95.9,5.0,4.3,Medio-Bajo,,0
EST-1327,José Manuel Figuerola Manuel,M,11.0,92.5,5.0,4.0,Medio-Bajo,Música,0
EST-1328,Begoña Herrero Bas,F,8.0,91.9,4.1,3.1,Medio-Bajo,Deportes,1
EST-1329,Julio Gaya Salvà,F,8.0,86.2,3.1,4.6,Bajo,Deportes,0
EST-1330,Wilfredo del Cid,F,6.0,95.1,4.7,3.4,Medio-Alto,Ninguna,0
EST-1331,Nazario Domínguez Bauzà,F,6.0,94.7,5.0,2.7,Bajo,Robótica,1
EST-1332,Azucena Crescencia Belmonte Gallo,F,10.0,98.3,3.8,3.7,Bajo-Bajo,,0
EST-1333,Fortunata Acedo Izaguirre,M,9.0,95.3,2.9,3.4,Medio-Bajo,Deportes,1
EST-1334,Felicidad Bilbao,O,8.0,94.3,4.4,5.0,Bajo,Ninguna,0
EST-1335,Estrella del Menendez,O,7.0,100.0,4.7,,Medio-Bajo,Música,0
EST-1336,Eloísa Campillo,F,10.0,88.4,4.4,5.0,Bajo-Bajo,Arte,0
EST-1337,Miguel Lara-Carrión,M,6.0,97.7,4.4,3.5,Bajo-Bajo,Robótica,0
EST-1338,Félix Conesa Fernández,F,6.0,86.6,3.6,4.8,Bajo-Bajo,Deportes,1
EST-1339,Ceferino Isern Melero,M,8.0,90.8,5.0,5.0,Bajo,Robótica,1
EST-1340,Vicenta Castellanos Herranz,M,7.0,88.9,4.0,4.1,Bajo-Bajo,Ninguna,1
EST-1341,Azeneth Cabo Herrera,M,7.0,98.9,3.4,4.9,Bajo-Bajo,,0
EST-1342,Evaristo Amigó Fábregas,M,9.0,94.7,4.2,4.7,Medio-Bajo,Ninguna,1
EST-1343,Miguel Ángel Darío Alcaraz Ramis,F,9.0,94.9,1.9,2.6,Medio-Bajo,Ninguna,0
EST-1344,Porfirio Gámez Borrego,F,10.0,89.5,3.3,,Medio-Bajo,Deportes,0
EST-1345,Nélida Jover Bou,F,8.0,93.5,4.8,4.5,Medio-Bajo,Música,0
EST-1346,Almudena Duque Mariño,M,6.0,91.2,4.4,3.9,Bajo,Deportes,0
EST-1347,Mercedes Marcia Crespi Mendizábal,M,7.0,96.9,5.0,3.3,Medio-Bajo,Música,0
EST-1348,Lino Toro Garmendia,M,11.0,90.0,3.2,4.6,Bajo,,0
EST-1349,Encarnacion Urrutia Cabañas,O,9.0,100.0,4.6,3.0,Bajo,Ninguna,0
EST-1350,Josefa del Guitart,M,10.0,86.6,,5.0,Medio-Bajo,,0
EST-1351,Fermín Pepito Garmendia Zamorano,F,6.0,91.0,5.0,4.3,Bajo,Música,0
EST-1352,Florinda del Arregui,,8.0,100.0,4.6,3.0,Medio-Bajo,Robótica,1
EST-1353,Aurelio Lledó Tamayo,M,6.0,92.8,2.7,3.7,Bajo,Arte,0
EST-1354,Darío Carrasco Hoz,F,9.0,88.4,4.5,3.6,Bajo-Bajo,Robótica,0
EST-1355,Alondra Acedo Ayuso,F,11.0,96.1,5.0,5.0,Bajo-Bajo,Deportes,1
EST-1356,Melania Diez Alfonso,F,11.0,,3.6,3.3,Bajo-Bajo,Deportes,0
EST-1357,Arsenio Verdejo Hervás,F,9.0,90.8,5.0,3.9,Medio,,0
EST-1358,Amarilis Rosales Gomez,M,8.0,89.5,5.0,3.2,Medio-Alto,,1
EST-1359,Montserrat Bartolomé Tapia,M,11.0,100.0,5.0,4.7,Bajo,Arte,0
EST-1360,Chus Vargas Espejo,F,9.0,93.7,4.6,,Bajo,Robótica,1
EST-1361,Diana Collado,F,6.0,85.4,2.7,2.6,Bajo,Ninguna,0
EST-1362,Emigdio Roda Arroyo,M,8.0,100.0,3.9,4.0,Medio-Bajo,Robótica,0
EST-1363,Tatiana Pineda Tapia,F,7.0,98.1,4.6,3.9,Bajo,Música,0
EST-1364,Hipólito Frutos Narváez,F,8.0,91.2,5.0,3.6,Medio,Deportes,0
EST-1365,Julieta Guijarro-Sastre,F,,90.3,4.4,3.7,Medio-Bajo,Arte,0
EST-1366,Ruy Mir Rosell,M,9.0,98.4,3.5,,Medio,Arte,0
EST-1367,Clemente Reina Vicente,F,8.0,93.8,4.7,3.9,Medio-Bajo,Arte,0
EST-1368,Teo Ojeda-Torrens,F,6.0,85.4,4.9,2.6,Medio-Bajo,Ninguna,1
EST-1369,Paz Barriga-Ros,M,8.0,100.0,4.9,3.7,Medio-Bajo,Deportes,1
EST-1370,Augusto Mascaró Maestre,M,10.0,92.8,3.4,4.1,Medio-Bajo,Ninguna,1
EST-1371,Regina Hidalgo Cabanillas,O,9.0,100.0,3.8,2.7,Medio-Bajo,Ninguna,0
EST-1372,Leocadio Ángel Tamayo,M,7.0,100.0,5.0,5.0,Medio-Bajo,,0
EST-1373,Nilda Puerta Alberto,F,11.0,90.0,1.8,4.8,Medio-Bajo,Robótica,0
EST-1374,Fulgencio Navas Mayoral,F,11.0,100.0,1.5,5.0,Medio,Arte,0
EST-1375,Flavio Palmer Guijarro,M,7.0,91.7,5.0,4.4,Medio,Ninguna,1
EST-1376,Mar Gabriela Sanchez Castilla,F,6.0,85.7,4.1,1.8,Medio-Bajo,Deportes,0
EST-1377,Paco Pol Cobo,M,10.0,92.9,5.0,5.0,Bajo-Bajo,Ninguna,1
EST-1378,Irene Iñiguez Carrión,F,10.0,97.0,3.1,3.1,Bajo-Bajo,Ninguna,1
EST-1379,Victoria Valle Vallejo,M,11.0,92.7,5.0,3.4,Medio-Bajo,Robótica,1
EST-1380,Damián Pepe Madrid Corral,F,11.0,93.5,4.3,4.4,Bajo-Bajo,Robótica,0
EST-1381,Vito Nicanor Lago Velasco,M,9.0,100.0,2.5,5.0,Bajo,Robótica,1
EST-1382,Obdulia Carnero-Pons,M,9.0,95.5,5.0,5.0,Bajo,Arte,1
EST-1383,Rosalva Carlos Ros,O,6.0,90.8,4.6,5.0,Medio-Bajo,Música,1
EST-1384,Eric Gregorio Sureda Coca,M,7.0,98.5,3.5,3.7,Medio-Bajo,,0
EST-1385,Eligio Anguita,F,8.0,96.0,3.5,3.7,Bajo,Ninguna,0
EST-1386,Diego Somoza Crespi,M,9.0,82.4,1.1,4.2,Bajo,Robótica,0
EST-1387,Margarita de Ortega,F,9.0,97.1,5.0,4.1,Medio-Bajo,,1
EST-1388,Dalila Vizcaíno Cerdán,M,10.0,97.0,4.7,5.0,Medio,Música,1
EST-1389,Vasco Macías Mena,O,7.0,95.1,3.8,4.8,Bajo-Bajo,Ninguna,0
EST-1390,Arsenio Arellano,M,9.0,99.5,5.0,4.8,Bajo-Bajo,,1
EST-1391,Bienvenida del Melero,M,6.0,91.6,2.7,1.5,Medio-Bajo,Ninguna,1
EST-1392,Rico Alcides Sanabria Borrell,M,8.0,96.7,3.3,4.3,Medio-Bajo,Música,0
EST-1393,Lucía Arrieta Sotelo,M,10.0,87.2,2.5,3.8,Medio-Bajo,,0
EST-1394,Ciríaco Morera Hoyos,F,10.0,,3.7,4.2,Medio-Bajo,Ninguna,0
EST-1395,Eugenio Flor Neira,,11.0,100.0,4.5,3.4,Medio,Deportes,1
EST-1396,Federico Mercader Peiró,F,7.0,90.0,,2.6,Bajo,Música,0
EST-1397,Anselma del Maestre,M,8.0,91.2,4.0,4.7,Bajo-Bajo,Música,1
EST-1398,Jenaro Agudo,M,7.0,91.4,2.9,3.8,Medio-Bajo,Robótica,0
EST-1399,Ernesto Adán,F,8.0,95.6,5.0,4.8,Medio-Bajo,Arte,0
EST-1400,Rosaura Serna Casal,F,11.0,89.7,5.0,3.2,Medio-Bajo,Música,0
EST-1401,Griselda Andrade Castillo,M,9.0,97.1,4.2,5.0,Medio,Robótica,0
EST-1402,Felicidad Checa Quintana,M,11.0,99.2,3.1,5.0,Medio-Bajo,,0
EST-1403,Brígida Mas Cortés,M,7.0,97.7,5.0,4.3,Medio-Bajo,Ninguna,0
EST-1404,Rita Salinas Linares,F,11.0,86.2,1.8,3.5,Bajo-Bajo,Ninguna,0
EST-1405,María José Boada Cañellas,F,6.0,100.0,3.6,5.0,Bajo-Bajo,Arte,0
EST-1406,Ismael Rozas,M,11.0,99.7,3.2,4.6,Medio-Bajo,Robótica,0
EST-1407,Alcides Caro Valls,F,7.0,99.2,2.6,4.4,Bajo-Bajo,Deportes,0
EST-1408,René Parejo Comas,F,7.0,96.9,3.7,5.0,Bajo-Bajo,Ninguna,0
EST-1409,Onofre Hoyos Nuñez,F,8.0,96.1,3.0,5.0,Medio,Robótica,0
EST-1410,Emiliano Montserrat Ibarra,F,11.0,100.0,4.4,2.9,Medio,,1
EST-1411,Dominga Vallés Vazquez,M,6.0,100.0,4.0,2.9,Bajo,Ninguna,0
EST-1412,Maximiano Pelayo-Crespo,M,8.0,90.2,3.3,3.4,Medio-Bajo,Música,0
EST-1413,Rosario Páez Nieto,M,11.0,100.0,4.0,2.7,Bajo-Bajo,Arte,1
EST-1414,José Mayo Pellicer,M,8.0,94.6,4.1,4.1,Bajo,Arte,1
EST-1415,Porfirio Ros Llano,F,7.0,94.4,5.0,4.8,Medio-Bajo,Deportes,0
EST-1416,Maricela Salgado Sevillano,F,8.0,87.3,3.3,3.9,Medio-Bajo,Deportes,0
EST-1417,Bienvenida Pellicer Pedrero,M,8.0,93.6,5.0,3.7,Bajo-Bajo,Música,1
EST-1418,Fabiola del Moll,M,11.0,90.0,4.6,,Bajo,Ninguna,1
EST-1419,Jose Luis del Bastida,M,10.0,92.7,4.7,4.3,Bajo,Deportes,0
EST-1420,Tito Tomás Reguera,F,8.0,89.5,5.0,4.2,Alto,Arte,0
EST-1421,Amanda Nevado Riquelme,M,11.0,92.8,2.7,5.0,Medio-Bajo,Música,0
EST-1422,Vera de Herranz,F,8.0,93.0,3.4,3.9,Bajo,Ninguna,0
EST-1423,Albina Lumbreras-Reina,M,6.0,95.5,5.0,5.0,Bajo-Bajo,Música,1
EST-1424,Hilda Mora Ayuso,M,7.0,,3.2,3.5,Medio-Bajo,Música,0
EST-1425,Josep Gallardo-Calzada,O,8.0,87.8,1.0,5.0,Medio-Bajo,Ninguna,0
EST-1426,Clotilde Alba Villaverde Isern,O,6.0,96.8,4.2,3.2,Medio-Bajo,,1
EST-1427,Donato de Ayuso,M,11.0,91.0,4.2,4.7,Bajo,Música,0
EST-1428,Marcio Heriberto Nicolás Diéguez,O,10.0,100.0,1.5,3.6,Medio,Música,0
EST-1429,Heliodoro de Fuentes,F,7.0,96.1,5.0,,Bajo,Robótica,0
EST-1430,Herberto Prada Roselló,F,9.0,98.0,3.1,3.5,Bajo,Ninguna,0
EST-1431,Aurelia Melero,,10.0,100.0,4.8,4.5,Bajo,Música,1
EST-1432,Edmundo de Tormo,F,11.0,93.5,3.7,3.5,Bajo,Música,0
EST-1433,Rafael Berrocal Caballero,F,11.0,92.1,2.5,5.0,Medio,Robótica,0
EST-1434,Bibiana Franco Manso,F,8.0,99.4,2.7,3.3,Medio-Bajo,Ninguna,0
EST-1435,Yago Benito Quintana Bru,M,10.0,97.5,3.3,5.0,Medio-Bajo,Robótica,1
EST-1436,Javi Querol Cózar,M,9.0,94.1,5.0,3.2,Bajo-Bajo,Robótica,0
EST-1437,Eusebio Cañas,M,9.0,100.0,3.8,2.9,Bajo-Bajo,Arte,0
EST-1438,Teresita Mariño Arenas,F,6.0,93.9,3.8,5.0,Bajo,Deportes,1
EST-1439,Esperanza del Galván,M,6.0,95.2,3.3,3.6,Medio-Bajo,Deportes,1
EST-1440,Rosendo Cadenas Leiva,F,9.0,95.1,5.0,4.2,Medio-Bajo,Música,1
EST-1441,Rafael del Manjón,O,7.0,90.3,5.0,3.9,Bajo,,0
EST-1442,Luisa Aguilera,M,6.0,95.4,5.0,2.7,Bajo-Bajo,Ninguna,0
EST-1443,Ainoa Sanmiguel Real,F,10.0,100.0,4.6,4.1,Bajo,Deportes,0
EST-1444,Ramiro Sotelo,M,6.0,97.2,4.7,5.0,Medio,Robótica,1
EST-1445,Alfonso Cifuentes Valenzuela,F,9.0,95.2,2.9,5.0,Medio-Bajo,Deportes,1
EST-1446,Juan Pablo Gabino Roca Varela,M,9.0,94.2,4.1,4.4,Bajo,Robótica,1
EST-1447,Tiburcio Lago Pera,F,11.0,96.7,3.6,5.0,Bajo,Ninguna,1
EST-1448,Nicolás Losada-Adadia,F,8.0,98.7,1.8,2.9,Bajo-Bajo,Ninguna,0
EST-1449,Consuelo Mateu-Zurita,F,6.0,98.0,5.0,3.9,Bajo,Deportes,1
EST-1450,Ani Tatiana Parejo Valcárcel,F,9.0,93.3,3.6,4.4,Medio-Bajo,Ninguna,1
EST-1451,Nadia Álvarez Puig,F,11.0,96.6,5.0,3.9,Medio,Ninguna,1
EST-1452,Emilio Soler Chaves,F,11.0,97.4,5.0,4.0,Bajo,Arte,1
EST-1453,Juanito Pavón,F,8.0,90.0,4.2,2.7,Bajo-Bajo,Música,0
EST-1454,Miriam Casado Rosell,F,7.0,95.8,4.7,1.9,Medio-Bajo,Ninguna,0
EST-1455,Curro Suárez Briones,M,11.0,84.2,2.8,4.5,Medio-Bajo,Ninguna,0
EST-1456,Edmundo Sala Alcalá,F,7.0,97.4,5.0,,Bajo-Bajo,,0
EST-1457,Patricio Correa,F,9.0,98.3,4.1,5.0,Medio-Bajo,Música,0
EST-1458,Curro del Bustamante,F,8.0,98.7,,3.8,Medio-Bajo,Deportes,1
EST-1459,Adela Feijoo-Tejera,M,6.0,93.0,3.6,3.3,Bajo,,1
EST-1460,Trinidad Daza Amigó,F,7.0,96.5,3.3,4.2,Medio-Bajo,Deportes,1
EST-1461,Ambrosio Néstor Gutierrez Guardia,M,7.0,100.0,4.6,4.9,Medio-Bajo,Ninguna,0
EST-1462,Dionisia del Villar,F,9.0,100.0,4.3,3.8,Medio-Bajo,Ninguna,0
EST-1463,Coral Contreras Mayol,M,11.0,94.9,3.1,5.0,Bajo-Bajo,Arte,0
EST-1464,Sebastián Izquierdo-Amo,F,7.0,95.7,2.3,3.0,Bajo-Bajo,Ninguna,0
EST-1465,María Fernanda Contreras-Lobo,O,10.0,100.0,2.5,4.0,Bajo-Bajo,,0
EST-1466,Moreno Antúnez Vaquero,M,6.0,87.5,5.0,3.8,Medio-Bajo,Deportes,1
EST-1467,Godofredo de Codina,O,9.0,93.4,3.3,,Bajo,Ninguna,0
EST-1468,Toribio Grande Barriga,M,6.0,100.0,3.6,4.4,Medio-Bajo,Robótica,0
EST-1469,Salud Valcárcel,F,11.0,99.9,5.0,5.0,Medio-Bajo,Música,0
EST-1470,Rafa Campo Tello,F,10.0,96.8,3.1,2.9,Bajo,Arte,1
EST-1471,Ambrosio Téllez Morillo,F,9.0,87.5,3.0,4.0,Medio-Bajo,Robótica,1
EST-1472,Pancho Rius,F,10.0,94.8,3.5,4.4,Bajo,Robótica,1
EST-1473,Sofía Colom-Clavero,F,9.0,92.1,5.0,,Bajo,Ninguna,1
EST-1474,Reyna Iñiguez Briones,M,11.0,96.7,5.0,3.4,Bajo,Música,0
EST-1475,Gabino Cueto Casal,M,10.0,91.0,5.0,5.0,Medio,Ninguna,1
EST-1476,Quirino Heredia,F,11.0,89.9,4.4,3.7,Medio-Bajo,Ninguna,0
EST-1477,Armida Gabaldón Sierra,F,8.0,84.7,2.8,2.8,Bajo-Bajo,,0
EST-1478,Jose Manuel Chamorro,F,6.0,100.0,5.0,4.0,Medio,Ninguna,0
EST-1479,Carmina Asensio Paredes,F,9.0,93.0,4.7,3.7,Medio-Bajo,Ninguna,1
EST-1480,Anacleto Mir Rosado,M,6.0,95.8,5.0,5.0,Bajo-Bajo,Música,1
EST-1481,Mirta Olimpia Valdés Hoz,F,9.0,95.0,3.9,5.0,,Deportes,0
EST-1482,Urbano Esteban Soler Zaragoza,M,8.0,89.7,3.2,,Bajo,Ninguna,0
EST-1483,Xiomara Cortina Martín,F,9.0,88.7,5.0,3.6,Medio-Bajo,Ninguna,1
EST-1484,Lucía de Gisbert,M,6.0,90.0,4.1,4.7,Medio-Bajo,Ninguna,0
EST-1485,Candelaria Cerdán-Carro,M,7.0,91.4,5.0,5.0,Bajo,Ninguna,1
EST-1486,Lina Rosalía Palmer Gomis,M,8.0,96.8,4.3,1.5,Bajo,Música,0
EST-1487,Chucho Mateo González,M,11.0,91.0,3.0,4.8,Bajo,Música,0
EST-1488,Cayetano Reguera Lloret,F,8.0,100.0,3.3,4.2,Bajo-Bajo,,0
EST-1489,Chuy Agustí Guijarro,M,8.0,100.0,4.1,2.9,Bajo,Música,0
EST-1490,Débora Fuente Bárcena,M,10.0,99.0,3.6,5.0,Bajo,Deportes,1
EST-1491,Yaiza María Del Carmen Osorio Bru,M,9.0,94.4,3.1,5.0,Medio-Bajo,Música,1
EST-1492,Francisco Jose Tudela Alarcón,M,7.0,100.0,5.0,4.8,Medio,Arte,0
EST-1493,Miguela del Núñez,M,8.0,93.9,3.7,5.0,Bajo-Bajo,Robótica,1
EST-1494,Eusebio Barrio Briones,M,7.0,94.8,4.6,5.0,Bajo-Bajo,Deportes,1
EST-1495,Oriana del Serna,F,11.0,95.8,4.4,3.4,Bajo-Bajo,Robótica,0
EST-1496,Ruperta Ordóñez Dominguez,F,6.0,98.5,3.3,2.3,Bajo,Robótica,0
EST-1497,Gisela Gisbert-Gaya,F,8.0,98.2,5.0,,Medio-Bajo,Deportes,0
EST-1498,Magdalena Campoy-Rey,M,6.0,92.6,2.7,3.8,Medio-Bajo,Ninguna,0
EST-1499,Charo Sevillano Figuerola,M,7.0,92.3,4.3,2.8,Bajo,,0
EST-1500,Américo Diaz Porta,F,10.0,98.2,4.7,4.1,Bajo,Deportes,1
